Data from mystery_25_USB2G561501__1__17-48-36-741.txt Node

Date: Thu Nov 14 17:48:36 EST 2024
User: dss
Spectrometer: USB2G56150
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 3.000000E-3
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 651
>>>>>Begin Spectral Data<<<<<
350	-0.87
351	4.07
352	0.51
353	-2
354	-1.71
355	3.43
356	5.58
357	3.44
358	2.65
359	11.08
360	6.65
361	-0.76
362	0.55
363	5.52
364	3.76
365	-0.64
366	4.68
367	2.82
368	3.9
369	3.11
370	3.28
371	5.15
372	-0.7
373	3.43
374	2.96
375	3.64
376	2.65
377	-3.08
378	4.17
379	2.11
380	7.63
381	2.42
382	5.38
383	6.57
384	4.24
385	3.08
386	4.61
387	2.76
388	5.04
389	3.62
390	5.71
391	4.01
392	1.6
393	1.9
394	2.26
395	1.62
396	3.89
397	3.85
398	1.55
399	0.86
400	2.43
401	1.69
402	1.03
403	4.11
404	2.56
405	1.18
406	0.14
407	3.54
408	1.21
409	7.53
410	2.56
411	5.66
412	5.3
413	-0.96
414	3.37
415	4.1
416	3.09
417	1.54
418	0.06
419	2.33
420	1.55
421	2.28
422	3.82
423	3.99
424	5.01
425	5.07
426	3.89
427	3.71
428	1.58
429	4.2
430	2.6
431	0.31
432	5.79
433	4.36
434	4.2
435	1.55
436	1.72
437	4.57
438	0.79
439	4.64
440	0.97
441	5.52
442	5.38
443	4.64
444	4.61
445	5.3
446	4.03
447	2.63
448	3.84
449	4.71
450	3.81
451	7.61
452	5.04
453	4.99
454	3.68
455	4.35
456	1.38
457	5.49
458	5.6
459	5.5
460	3.16
461	3.85
462	1.2
463	2.28
464	6.22
465	0.69
466	1.18
467	2.5
468	2.57
469	3.63
470	2.55
471	6.74
472	4.99
473	5.63
474	7.97
475	4.97
476	2.57
477	5.78
478	4.81
479	2.8
480	4.04
481	2.62
482	3.28
483	6.44
484	4.28
485	4.86
486	1.87
487	4.13
488	4.98
489	0.12
490	5.2
491	1.38
492	5.52
493	3.42
494	4.21
495	6.96
496	1.29
497	6.55
498	5.19
499	0.8
500	6.08
501	4.58
502	3.06
503	4.9
504	6.46
505	4.5
506	6.65
507	5.59
508	3.74
509	9.39
510	4.49
511	3.41
512	5.94
513	9.46
514	2.6
515	11.45
516	7.96
517	4.92
518	6.13
519	9.45
520	7.44
521	4.83
522	7.22
523	6.55
524	4.91
525	4.98
526	6.17
527	5.87
528	5.61
529	4.53
530	-4.04
531	2.1
532	6.2
533	8.59
534	16.29
535	20.24
536	8.17
537	6.67
538	8.62
539	6.17
540	17.33
541	15.27
542	11.8
543	6.6
544	2.49
545	6.54
546	5.41
547	7.87
548	8.48
549	4.59
550	7.49
551	6.52
552	4.76
553	5.87
554	4.77
555	9
556	11.05
557	7.64
558	7
559	6.66
560	8.24
561	8.22
562	7.77
563	7.58
564	7.86
565	4.6
566	13.39
567	9.69
568	0.2
569	10.56
570	6.7
571	9.63
572	10.85
573	6.29
574	9.9
575	11.42
576	11.37
577	41.45
578	13.02
579	16.38
580	10.65
581	13.58
582	28.11
583	25.61
584	21.51
585	566.76
586	1112.03
587	227.3
588	432.77
589	414.93
590	101.25
591	88.43
592	33.92
593	21.54
594	157.22
595	888.18
596	152.59
597	179.47
598	272.77
599	56.99
600	53.46
601	25.38
602	19.88
603	181.59
604	111.54
605	54.53
606	37.29
607	181.47
608	768.43
609	198.91
610	1229.12
611	217.73
612	201.11
613	111.04
614	660.93
615	1481.17
616	436.28
617	742.68
618	136.44
619	105.69
620	33.77
621	42.96
622	471.24
623	104.36
624	91.7
625	55.76
626	72.88
627	919.42
628	149.53
629	144.96
630	164.5
631	454.54
632	80.36
633	433.85
634	1502.94
635	218.44
636	249.51
637	108.95
638	546.15
639	1052.61
640	1872.22
641	2512.95
642	509.05
643	499.92
644	114.62
645	33.26
646	20.73
647	21.41
648	24.06
649	16.88
