Data from dark_3_USB2G561501__0__17-49-42-476.txt Node

Date: Thu Nov 14 17:49:42 EST 2024
User: dss
Spectrometer: USB2G56150
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 3.000000E-3
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 651
>>>>>Begin Spectral Data<<<<<
350	2.05
351	1.15
352	-2.46
353	-1.46
354	0.73
355	1.71
356	-0.48
357	2.04
358	2.13
359	0.09
360	2.78
361	3.29
362	0.77
363	0.67
364	-4.17
365	-1.4
366	-2.37
367	2.2
368	6.01
369	1.33
370	-2.18
371	-0.88
372	3.18
373	0.58
374	-0.33
375	-1.61
376	-2.53
377	4.05
378	3.09
379	1.59
380	5.7
381	1.6
382	0.09
383	-1.15
384	-0.44
385	-1.8
386	0.76
387	-0.44
388	5
389	1.76
390	0.54
391	2.71
392	0.76
393	2.53
394	0.91
395	0.75
396	0.86
397	3.26
398	-1.2
399	0.85
400	-0.34
401	0.58
402	0.69
403	3.71
404	-0.16
405	3.24
406	3.28
407	-0.21
408	-3.29
409	2.11
410	-0.78
411	-2
412	-2.19
413	-0.66
414	1.78
415	1.31
416	2.33
417	-1.19
418	1.02
419	2.36
420	0.88
421	0.32
422	1.06
423	4.32
424	-1.74
425	-1.7
426	-0.87
427	-2.15
428	1.61
429	0.05
430	0.75
431	2.38
432	3.37
433	2.55
434	-0.87
435	0.15
436	0.3
437	2.7
438	-0.84
439	-2.95
440	-2.27
441	1.98
442	0.97
443	-0.21
444	-1.4
445	2.68
446	2.65
447	1.8
448	-1.78
449	0.23
450	-0.03
451	-2.2
452	0.19
453	0.77
454	-1.14
455	-2.47
456	0.18
457	-1.99
458	1.91
459	0.32
460	-0.98
461	3.55
462	0.15
463	-7.92
464	-0.19
465	1.71
466	1.54
467	-2.73
468	-2.56
469	2.85
470	-0.09
471	0.11
472	-0.71
473	-4.91
474	0.63
475	-1.45
476	-4.44
477	-0.31
478	1.75
479	1.61
480	-0.17
481	-0.43
482	0.8
483	2.16
484	2.17
485	2.52
486	-2.91
487	-1.03
488	0.98
489	1.88
490	-4.43
491	-0.4
492	-1.82
493	0.52
494	0.38
495	0.84
496	3.49
497	1.59
498	0.86
499	-0.77
500	-0.65
501	0.74
502	0.83
503	1.13
504	-2.13
505	0.85
506	-2.33
507	-0.15
508	-1.59
509	-2.65
510	-1.4
511	1.86
512	0.45
513	0.09
514	-0.27
515	0.82
516	0.56
517	-0.99
518	-1.75
519	3.42
520	-4.41
521	-0.8
522	-0.53
523	-0.18
524	-0.3
525	-3.36
526	0.34
527	2.08
528	2.75
529	-2.94
530	-0.12
531	-0.77
532	-1.53
533	1.75
534	-1.23
535	0.44
536	1.31
537	-1.43
538	-0.26
539	-1.51
540	-0.07
541	-5.27
542	-2.58
543	0.73
544	-4.32
545	-0.32
546	1.93
547	-2.64
548	1.76
549	0.63
550	1.23
551	-3.39
552	1.43
553	-1.41
554	-4.35
555	2.3
556	0.57
557	0.69
558	-2.04
559	-2.08
560	-1.29
561	-2.14
562	-2.38
563	-0.21
564	5.3
565	2.77
566	0.54
567	-1.43
568	0.29
569	-2.35
570	0.76
571	-0.26
572	-0.42
573	-1.42
574	-2.72
575	2.7
576	3.68
577	1.71
578	-0.46
579	-3.02
580	1.74
581	2.27
582	1.7
583	-1.26
584	-3.21
585	1.22
586	-0.71
587	-0.91
588	-2.3
589	0.28
590	-2.45
591	-4.02
592	0.55
593	1.12
594	-1.25
595	0.21
596	2.09
597	-1.18
598	-0.2
599	-0.72
600	-0.77
601	-1.55
602	-6.16
603	0.48
604	-2.54
605	-4.08
606	-0.45
607	-2.51
608	-1.27
609	-0.66
610	0.28
611	-2.74
612	-1.05
613	0.86
614	1.79
615	2.33
616	2.36
617	-3.12
618	3.4
619	0.46
620	-2.29
621	-4.05
622	-1.26
623	0.84
624	-3.2
625	-1.73
626	0.72
627	0.56
628	-0.13
629	2.74
630	0.56
631	0.16
632	-1.07
633	-0.28
634	1.76
635	-2.92
636	-0.77
637	-0.93
638	1.13
639	-1.39
640	-2.66
641	-1.35
642	1.48
643	2.82
644	-4.24
645	-4.57
646	-0.02
647	0.94
648	0.35
649	-2.79
650	6.52
651	0.61
652	-0.48
653	0.6
654	-3.52
655	-3.4
656	-2.78
657	-1.09
658	0.73
659	-0.2
660	-0.15
661	-0.58
662	1.42
663	-1.99
664	4.02
665	-1.22
666	-1.35
667	3.32
668	-2.56
669	2.01
670	0.11
671	0.65
672	-0.61
673	-1.88
674	0.53
675	-4.71
676	-3.26
677	-0.21
678	1.75
679	1.81
680	0.7
681	-0.02
682	2.05
683	-2.27
684	-1.89
685	2.61
686	0.01
687	-1.23
688	-1.14
689	-0.13
690	-1.79
691	-0.95
692	2.06
693	-0.73
694	2.22
695	0.72
696	3.69
697	1.09
698	1.14
699	-1.35
700	0.01
701	-0.65
702	-2.51
703	-0.9
704	-0.99
705	-2.64
706	1.13
707	1.46
708	-4.58
709	1.93
710	-1.28
711	-2.13
712	0.58
713	0.93
714	0.03
715	-2.5
716	0.27
717	2.49
718	0.33
719	-3.27
720	-0.76
721	-0.83
722	-0.41
723	0.42
724	0.86
725	-1.08
726	-2.45
727	2.89
728	-10.81
729	1.09
730	3.67
731	-0.02
732	2.46
733	3.1
734	-4.31
735	-1.26
736	-2.21
737	-1.39
738	1.08
739	1.15
740	2.03
741	1.02
742	0.98
743	1.18
744	0.09
745	-1.02
746	-1.19
747	0.97
748	3.81
749	-0.3
750	2.38
751	-0.78
752	0.38
753	3.75
754	-0.24
755	3.65
756	-0.92
757	-1.65
758	-1.59
759	1.25
760	-0.18
761	-0.81
762	-2.15
763	3.25
764	2.09
765	-0.1
766	-3.27
767	-2.24
768	0.81
769	-10.04
770	0.08
771	-4.32
772	-1.56
773	-0.37
774	4.59
775	0.33
776	-0.73
777	1.89
778	0.77
779	-4.44
780	-5.1
781	-4.77
782	-0.85
783	-0.26
784	-2.45
785	-2.93
786	-1.39
787	-2.24
788	0.49
789	0.57
790	-2.14
791	-0.33
792	-2.23
793	3.16
794	1.13
795	0.72
796	1
797	-2.87
798	-0.8
799	-2.04
800	0.05
801	1.53
802	4.71
803	0.09
804	0.53
805	-0.14
806	-0.53
807	0.24
808	-1.44
809	-1.24
810	-2.1
811	-1.63
812	-2.99
813	-1.95
814	-2.77
815	-3.11
816	-0.28
817	0.84
818	0.01
819	1.16
820	-0.4
821	-2.43
822	-0.95
823	-3.63
824	-0.39
825	1.44
826	-3.9
827	1.72
828	0.83
829	0.42
830	0.47
831	1.4
832	-3.15
833	2.45
834	-1.6
835	-1.13
836	0.55
837	-1.15
838	2.62
839	1.63
840	-0.56
841	-1.88
842	-0.23
843	-5.28
844	0.24
845	1.09
846	-0.5
847	-1.25
848	-2.56
849	-0.36
850	-0.81
851	-2.13
852	-6.89
853	1.06
854	-2.16
855	3.29
856	-2.15
857	-0.2
858	-3.9
859	-0.37
860	-0.25
861	0.71
862	-2.41
863	-3.38
864	-0.24
865	-1.64
866	0.05
867	-0.23
868	-0.24
869	-1.28
870	3.2
871	-2.45
872	1.72
873	-2.66
874	-1.8
875	-0.46
876	2.41
877	-1.31
878	-0.91
879	-3.18
880	4.35
881	-0.44
882	0.31
883	-1.48
884	1.94
885	-1.02
886	0.65
887	-1.65
888	1.89
889	-0.87
890	-0.97
891	-1.75
892	1.55
893	-0.23
894	0.53
895	-1.57
896	-2.11
897	-1.38
898	-1.87
899	-0.2
900	-1.93
901	2.98
902	4.76
903	-0.29
904	-2.12
905	-1.55
906	1.3
907	-1.14
908	0.65
909	-2.42
910	-0.31
911	3.19
912	-1.09
913	-1.47
914	0.78
915	-0.36
916	1.01
917	-1.06
918	-0.53
919	0.28
920	0.79
921	-0.62
922	-2.42
923	-0.32
924	-0
925	-2.25
926	-1.8
927	-1.13
928	-1.24
929	-0.13
930	0.29
931	-0.17
932	-1.07
933	1.35
934	2.02
935	-0.4
936	2.76
937	-0.31
938	-2.3
939	-1.18
940	-0.58
941	0.75
942	0.15
943	-2.34
944	0.09
945	-1.42
946	-0.12
947	-3.4
948	-2.5
949	-0.15
950	0.88
951	-3.79
952	2.01
953	-5.18
954	-3.2
955	2.92
956	-0.78
957	-2.85
958	0.13
959	1.66
960	-1.3
961	1.77
962	-0.25
963	-0.48
964	1.93
965	2.3
966	-3.04
967	1.56
968	1.93
969	0.39
970	-4.53
971	-0.56
972	-1.15
973	-0.52
974	-0.97
975	-4.06
976	-2.86
977	-2.27
978	2.57
979	-1.31
980	-1.3
981	-1.28
982	2.01
983	1.73
984	-1.24
985	0.63
986	-1.4
987	-1.09
988	2.63
989	0.48
990	-1.29
991	-1.01
992	-0.83
993	0.21
994	3.41
995	-0.57
996	-1.82
997	-1.49
998	4.34
999	-0.96
1000	-1.33
